temperature,valid_log_loss
1.0,1.017894247085135
1.1,1.0182167545999803
0.9,1.01914322084017
1.2,1.0194511346935116
1.3,1.0212053831920747
0.8,1.023106863415835
1.4,1.0232414294207095
