C,valid_log_loss,valid_accuracy,valid_macro_f1
0.1,1.0178942459548235,0.4880828114126653,0.4828415438001457
0.05,1.0181593732611627,0.4899095337508699,0.48356447766670696
0.02,1.0248079422416643,0.4821677105080028,0.4741295082487709
0.2,1.0274908040939905,0.48312456506610996,0.4792455827934891
